transaction_id,user_id,amount,timestamp,merchant,country,home_country,is_fraud
c877963a-79c2-4e7b-b8cf-298545c394b6,user_93,141.08,2025-12-11T03:10:28.361385,Target,DE,DE,0
475c627a-d062-4ad8-9911-beb55158fd90,user_157,184.38,2025-11-24T08:10:28.361385,Walmart,US,US,0
6a67ed46-bf9a-4a19-891f-c5d93c63a02b,user_154,259.26,2025-11-22T06:10:28.361385,Amazon,DE,DE,0
0dd45d33-a141-49b2-a87f-2f5a7ba0328e,user_129,115.42,2025-11-26T00:10:28.361385,Target,UK,UK,0
0e3d619d-a4da-4155-95e2-4ffac9ee2cf6,user_155,71.82,2025-11-22T23:10:28.361385,Target,UK,UK,0
5eab9e05-dd85-4fc9-bf04-056c678d9870,user_105,102.51,2025-12-21T04:10:28.361385,Walmart,IN,IN,0
436dd7b4-976b-44e2-ba57-bf1dfa73f3ac,user_122,248.05,2025-12-02T09:10:28.361385,Amazon,IN,IN,0
6a54098e-9365-43dc-94e2-efe83df64e44,user_172,89.56,2025-11-29T12:10:28.361385,Ebay,FR,FR,0
4b16edb5-2a0a-41a5-aa78-bdd89dc08fbc,user_170,2534.83,2025-12-10T18:10:28.361385,Walmart,UK,FR,1
940fe1c4-19d7-492e-a71c-1ff0e5c68d85,user_108,11.49,2025-12-10T02:10:28.361385,Target,DE,DE,0
260baeac-10ae-4396-b4b3-51185186a895,user_130,233.34,2025-12-11T03:10:28.361385,Target,US,US,0
b2784668-871e-4ffe-bb4d-76ecfcc2a005,user_75,240.25,2025-11-30T11:10:28.361385,Ebay,IN,IN,0
ef5fc33c-05ce-4bda-a138-add58e728b6d,user_81,229.7,2025-12-06T07:10:28.361385,AliExpress,US,US,0
2929d42b-c3c6-47ba-99fc-d91f79f36308,user_136,122.36,2025-12-02T23:10:28.361385,AliExpress,UK,UK,0
fee710ed-c1f8-467a-a2de-9bd3dab6a384,user_49,214.54,2025-11-22T11:10:28.361385,Target,IN,IN,0
e7faabee-2d08-4fb6-a9e2-f5156b7e0190,user_132,105.84,2025-11-22T11:10:28.361385,AliExpress,FR,FR,0
6060e7eb-d28d-4d03-b8d9-badd60310a5f,user_93,279.58,2025-12-08T09:10:28.361385,Amazon,DE,DE,0
76d92e2a-69e8-4ea4-aa51-394249b7eaf1,user_170,4165.4,2025-12-17T18:10:28.361385,Amazon,US,UK,1
b9a29d9e-85e0-4d02-9118-da28723a26df,user_140,2677.82,2025-12-20T16:10:28.361385,AliExpress,US,FR,1
b8ad1dca-d6d7-41a7-bd1a-663642a619ed,user_161,212.82,2025-12-18T12:10:28.361385,Target,UK,UK,0
b8b7e508-bb4a-4577-9b4f-9c13d8585254,user_182,261.91,2025-12-10T05:10:28.362381,AliExpress,UK,UK,0
2839ce90-322b-499b-82c0-2ea27a7da6d6,user_148,205.12,2025-11-26T12:10:28.362381,AliExpress,US,US,0
a9aa6676-5227-4391-a740-d2021d654e28,user_26,226.95,2025-12-10T03:10:28.362381,AliExpress,US,US,0
f5773564-0127-4f2d-a183-8aeaae6a3886,user_147,4054.82,2025-12-13T21:10:28.362381,AliExpress,US,UK,1
ebdaab7e-5765-4aa7-bf39-d86927428616,user_62,160.46,2025-12-16T00:10:28.362381,Target,UK,UK,0
5e72def2-a193-46a2-baf8-ca3ae32e4aec,user_12,108.23,2025-12-11T00:10:28.362381,Ebay,US,US,0
25185be5-4a79-4c0e-a96e-9515f0b54ef1,user_66,200.8,2025-12-17T11:10:28.362381,Walmart,DE,DE,0
effa0db1-0f63-4606-ac46-23480d2328b8,user_167,284.79,2025-12-18T11:10:28.362381,Ebay,FR,FR,0
ff02cdc1-5664-4fca-90ae-f5ffcc152eb7,user_75,208.58,2025-11-26T00:10:28.362381,Target,IN,IN,0
c4bb3642-7255-48ce-bd48-02a1bebecfbb,user_131,63.87,2025-12-13T05:10:28.362381,Target,FR,FR,0
bcb3af28-4f85-4edb-bde1-86f3bedccedb,user_57,31.16,2025-11-23T00:10:28.362381,Amazon,DE,DE,0
9cf36427-b815-4b5d-8b01-79086b5b91c6,user_115,61.82,2025-11-29T10:10:28.362381,Ebay,US,US,0
06e4ef0b-c05c-4b62-a596-877db41f4437,user_106,209.71,2025-11-24T23:10:28.362381,Amazon,IN,IN,0
f70f3ef8-706a-4d1c-9d5d-9ae08b983719,user_176,112.95,2025-11-28T01:10:28.362381,Target,US,US,0
a99ebfc6-7e86-4954-8eb8-80630f52db45,user_186,240.6,2025-12-04T01:10:28.362381,Target,DE,DE,0
528c624f-fed6-4fa0-97af-ba58e7668ca8,user_131,43.38,2025-12-11T10:10:28.362381,Walmart,FR,FR,0
098ab382-bc8d-4f2e-ba10-d51db9b07e33,user_110,29.76,2025-12-12T04:10:28.362381,Walmart,FR,FR,0
b0364a18-4384-4451-aff7-14723a9d7507,user_167,203.91,2025-12-13T01:10:28.362381,Amazon,UK,UK,0
4aa989c3-d474-4516-bd7a-2ae2d69a4f3c,user_153,106.71,2025-12-19T10:10:28.362381,Amazon,FR,FR,0
08da7f7e-c7fc-4887-b012-0b12dd0270eb,user_62,2222.26,2025-12-17T17:10:28.362381,AliExpress,FR,US,1
c726234c-150b-445a-b5c7-598ec70153f1,user_143,100.17,2025-12-10T10:10:28.362381,AliExpress,IN,IN,0
eff2c944-1f96-42e1-b796-e92564a7bf43,user_185,188.65,2025-12-22T00:10:28.362381,Amazon,DE,DE,0
5c66ebd8-3c1e-44c4-8f14-1e41005fedfe,user_81,10.62,2025-12-04T07:10:28.362381,Ebay,UK,UK,0
94c4d92c-dc75-4822-af9e-a5034fa27770,user_132,22.02,2025-12-20T10:10:28.362381,Amazon,FR,FR,0
d35a2d29-cf8c-4675-b2e0-b23867542d18,user_12,137.97,2025-12-09T11:10:28.362381,AliExpress,US,US,0
4dbc6206-4199-4594-90bf-3a6473b3c3c9,user_78,68.92,2025-11-23T03:10:28.362381,Amazon,DE,DE,0
47f2a473-b2c6-44ee-80ca-11149a08d813,user_30,52.12,2025-12-20T11:10:28.362381,Target,UK,UK,0
0883e127-dc16-49b1-be07-4f245d0f89ba,user_184,55.35,2025-12-11T12:10:28.362381,Ebay,IN,IN,0
256f6ef9-9a02-4d35-96d4-b53f832a0325,user_119,144.44,2025-12-11T23:10:28.362381,AliExpress,FR,FR,0
2839c409-0d26-4848-9583-b120eaf666d5,user_42,116.73,2025-12-20T06:10:28.362381,Walmart,UK,UK,0
8f344992-1cb2-4283-8624-6067ebadc311,user_167,41.43,2025-12-07T09:10:28.362381,Target,IN,IN,0
10542bbc-844d-4ad9-a77d-de7383cbd798,user_98,50.8,2025-12-12T02:10:28.362381,Walmart,IN,IN,0
71988fdb-030c-4e12-b009-7cb92dd28439,user_116,28.89,2025-12-22T07:10:28.362381,Walmart,FR,FR,0
d987388f-f71a-4040-afe6-634b067b1f5e,user_10,265.63,2025-12-14T11:10:28.362381,Walmart,FR,FR,0
6d3db998-f410-458f-9dd6-9e4bce594266,user_126,269.86,2025-11-27T23:10:28.362381,AliExpress,FR,FR,0
a1a2ad05-6d8e-484c-9d84-570fded0cc8b,user_16,131.39,2025-12-17T11:10:28.362381,AliExpress,UK,UK,0
27e2663c-7718-4965-96cf-7bb04de78ea9,user_100,288.2,2025-12-20T10:10:28.362381,Amazon,DE,DE,0
a1cd7772-d443-4525-a8c3-cddc21415c3d,user_119,214.01,2025-12-01T01:10:28.362381,Amazon,UK,UK,0
0fe771cd-003d-4c6a-8318-d5297b0f49b5,user_197,91.04,2025-12-14T04:10:28.362381,Walmart,FR,FR,0
dc1b7718-f872-48e1-818e-c459ac4fefa5,user_63,241.75,2025-11-30T03:10:28.362381,Target,IN,IN,0
51db7628-e84c-4c0f-a938-63fd524bce72,user_109,13.07,2025-11-22T06:10:28.362381,Ebay,US,US,0
71964458-f8f4-4f61-9b08-41964232d687,user_188,54.75,2025-12-17T11:10:28.362381,Amazon,US,US,0
6971d77b-1a95-4856-a566-6c54780130eb,user_160,1707.48,2025-12-08T19:10:28.362381,Amazon,DE,UK,1
7eeb9411-7457-47a9-97d8-209f559bac88,user_31,24.9,2025-12-22T06:10:28.362381,AliExpress,FR,FR,0
7211a7cd-fab1-4bc0-a1a7-3dcb370a9312,user_76,39.8,2025-12-17T09:10:28.362381,Amazon,IN,IN,0
06eb0331-6286-4299-9795-a8a68a15e17f,user_59,162.24,2025-12-04T01:10:28.362381,Amazon,IN,IN,0
56341bd9-7fcb-40c4-85f6-5b76be972b0e,user_188,1353.64,2025-11-29T20:10:28.362381,Target,IN,FR,1
1a13cc26-b49f-41f2-8cdc-e31d300c24de,user_142,196.8,2025-12-20T04:10:28.362381,Ebay,IN,IN,0
40b0a5bd-a2c7-4889-93be-cd5c6c9c4243,user_33,202.13,2025-12-20T01:10:28.362381,Amazon,FR,FR,0
7210f064-1ce5-4abd-b471-17f750aa6c89,user_197,78.76,2025-12-02T03:10:28.362381,Walmart,IN,IN,0
d306bd52-baf4-4a52-9996-97e6b75d8449,user_109,129.59,2025-11-22T00:10:28.362381,AliExpress,US,US,0
cb52fa36-4b79-4208-845d-11ca22fdce60,user_99,102.1,2025-11-23T01:10:28.362381,Walmart,US,US,0
f55e2061-2d1b-4b5b-9a4e-3bfb45354b2c,user_81,162.36,2025-11-26T23:10:28.362381,Walmart,FR,FR,0
aa56a6a8-49e9-4051-87db-6012a09edd1b,user_30,278.91,2025-12-14T03:10:28.362381,AliExpress,DE,DE,0
97d870b2-cba7-4924-aad0-50ae8c5e6a94,user_179,173.77,2025-12-10T02:10:28.362381,AliExpress,US,US,0
c79962af-61ea-4249-8b96-2cf185b8335c,user_53,186.28,2025-11-23T06:10:28.362381,Walmart,DE,DE,0
318d44b4-7aad-4448-8fde-2fb1406635a8,user_37,254.73,2025-12-16T11:10:28.362381,Ebay,FR,FR,0
8a583188-228f-4ed6-ab61-a846d0abebca,user_67,69.17,2025-12-16T00:10:28.362381,Target,UK,UK,0
9f5e85c5-8896-40e3-9bd9-28936f201eec,user_10,133.26,2025-12-13T07:10:28.363381,Ebay,UK,UK,0
c35e9386-a4fd-4cce-ae72-f0f4086f6868,user_126,207.5,2025-11-30T03:10:28.363381,Amazon,US,US,0
82d9353c-f49a-492e-9ca0-a9344dc14d3d,user_34,278.18,2025-11-24T08:10:28.363381,Target,IN,IN,0
cffa42fa-a4cb-4797-9629-dd51ee81cb58,user_133,40.74,2025-11-24T11:10:28.363381,AliExpress,US,US,0
79b93814-6b2a-4826-92bc-94d398a52685,user_108,89.56,2025-12-10T12:10:28.363381,Walmart,UK,UK,0
feaf5751-9410-428e-ba1a-4ebd06cbae1d,user_3,68.64,2025-11-29T05:10:28.363381,Ebay,DE,DE,0
a55d5a16-8b35-4141-a643-e109f35e263a,user_8,282.5,2025-12-02T03:10:28.363381,AliExpress,UK,UK,0
c5c0503f-03a1-403c-84a3-440f54ddabb2,user_55,234.48,2025-12-09T00:10:28.363381,Target,US,US,0
c83a8714-edf7-4e84-b122-e828beb6ff5e,user_31,217.68,2025-12-11T07:10:28.363381,Amazon,US,US,0
e56ee8fe-58d2-495a-a491-33d30bc115db,user_144,45.85,2025-12-06T02:10:28.363381,Walmart,DE,DE,0
d3e8ef38-28b6-4428-8fc0-ce64b4956167,user_39,70.54,2025-11-28T00:10:28.363381,Ebay,FR,FR,0
e8fbab5f-b102-4042-b878-4c2ce33a4732,user_34,185.08,2025-11-30T12:10:28.363381,AliExpress,US,US,0
746a8381-1aab-477d-a563-fc7a1d85610c,user_146,42.28,2025-12-10T01:10:28.363381,AliExpress,US,US,0
66a90c89-8a7f-4f07-97f3-6df4874b274b,user_60,279.99,2025-12-08T10:10:28.363381,AliExpress,DE,DE,0
2524b4c6-522b-4da8-98ba-675d862b8108,user_83,171.62,2025-11-24T10:10:28.363381,Walmart,UK,UK,0
db0c5406-8ec0-4356-8ed7-ab00e06d35e9,user_8,270.57,2025-12-17T07:10:28.363381,Amazon,IN,IN,0
b6238fab-c902-46fe-9cc4-6594e45e5b1b,user_35,201.16,2025-11-29T06:10:28.363381,Ebay,DE,DE,0
561215e9-27c7-4cff-9459-a47c1d1dbbbc,user_109,292.33,2025-12-09T02:10:28.363381,Walmart,DE,DE,0
3cfaf961-4400-49e2-98f1-f2ef954f2974,user_22,268.73,2025-12-09T05:10:28.363381,Target,UK,UK,0
b10f993b-68cd-4127-8bd6-ea57cc4f5a4f,user_134,208.05,2025-11-23T01:10:28.363381,AliExpress,US,US,0
d6e68229-24ad-4dde-a1f4-ffcc3453008d,user_45,19.69,2025-12-13T10:10:28.363381,Walmart,UK,UK,0
e76e0ece-6dd6-481e-b252-3452a4eefb75,user_21,128.48,2025-12-05T11:10:28.363381,Walmart,UK,UK,0
f3fcde07-5299-42f4-ab25-075ccd9377e4,user_69,152.36,2025-12-07T00:10:28.363381,Ebay,DE,DE,0
2214fd84-6a0a-4779-ac81-5622a9ff2d8d,user_27,74.31,2025-11-26T04:10:28.363381,Amazon,FR,FR,0
5f1fa6c8-f173-42cb-ac7f-ad0485350e50,user_173,290.98,2025-12-06T01:10:28.363381,Amazon,FR,FR,0
6c105146-57dd-4759-9d39-cc9576facf1d,user_75,296.03,2025-12-04T09:10:28.363381,Target,UK,UK,0
e51afd7e-3d78-4ff3-86ba-30037638e935,user_185,79.29,2025-12-05T08:10:28.363381,Ebay,US,US,0
30c16f68-a77f-48f4-aa9e-bc75bdca8cba,user_86,231.31,2025-12-05T03:10:28.363381,Target,FR,FR,0
adf4db9a-4e94-4b7c-85f6-92fd857b9040,user_131,160.1,2025-12-04T09:10:28.363381,Amazon,DE,DE,0
c94f2b7b-1b1b-48be-98c2-1d545468548d,user_60,66.92,2025-11-23T12:10:28.363381,Target,US,US,0
7e02eeb2-97b1-4a74-a575-049e648b4e18,user_88,268.53,2025-11-27T11:10:28.363381,Ebay,US,US,0
b03ff915-ebb2-4a9f-946b-c2f84afe3783,user_124,149.29,2025-11-30T00:10:28.363381,AliExpress,UK,UK,0
ae43cca1-bb98-472b-908d-0f87ab1a769e,user_137,273.03,2025-12-12T08:10:28.363381,AliExpress,IN,IN,0
ef2041cc-c4dc-44c9-8b0b-e81988212b74,user_69,35.04,2025-11-30T06:10:28.363381,Ebay,DE,DE,0
33a42534-cc59-43f9-bf0b-b74d30a717bc,user_69,265.34,2025-12-13T01:10:28.363381,Target,IN,IN,0
f89ef63e-8530-4dfb-8031-807e2ac431cf,user_36,263.86,2025-12-13T04:10:28.363381,Walmart,DE,DE,0
6c3f1f6a-8c41-43ba-986f-896feca8ecce,user_106,217.0,2025-12-01T01:10:28.363381,Ebay,IN,IN,0
108eb919-c513-4357-86c6-15d496477d65,user_52,56.31,2025-12-03T04:10:28.363381,Walmart,IN,IN,0
c1eb7bc6-1bdb-41ac-bc71-5f6d49631de3,user_114,9.43,2025-11-27T01:10:28.363381,Amazon,DE,DE,0
96285eef-eab5-42da-acb6-6e6b6a5a122f,user_21,241.28,2025-12-04T10:10:28.363381,Walmart,DE,DE,0
b93a12bf-5028-43b2-b406-dabde5718862,user_143,297.23,2025-11-24T23:10:28.363381,Ebay,DE,DE,0
69be6bc5-a8dc-45f9-af01-b8ccb8383ab6,user_59,289.16,2025-12-19T07:10:28.363381,Amazon,UK,UK,0
7c50c43d-4399-406f-bd56-5db5c5b1f726,user_111,149.27,2025-11-29T00:10:28.363381,AliExpress,DE,DE,0
acacdcd7-0cdb-4406-afba-3c94f2f75ffa,user_134,294.92,2025-11-26T10:10:28.363381,Ebay,FR,FR,0
54a8501d-6fde-4e89-8984-2a9b63d73e2e,user_91,27.98,2025-11-28T08:10:28.363381,Amazon,UK,UK,0
25215b8c-4360-4b67-887a-1924fb583d16,user_183,219.18,2025-12-14T08:10:28.363381,Ebay,FR,FR,0
7c31c668-cdda-4638-8d3e-3ef313d0ee9c,user_156,119.09,2025-12-12T04:10:28.363381,AliExpress,US,US,0
3d0aba98-6872-435a-9d2f-b5a06f2b3f9a,user_107,62.58,2025-12-03T10:10:28.363381,Target,IN,IN,0
f201be6e-d4e6-4078-8796-ef9743aad183,user_47,166.85,2025-12-21T02:10:28.363381,Target,FR,FR,0
1c042c2b-f1e1-4d73-8798-6172f031d86d,user_79,284.24,2025-11-24T08:10:28.363381,AliExpress,DE,DE,0
394ce95e-e6bc-4a0b-8fd6-cc3f06060731,user_112,215.14,2025-11-26T10:10:28.363381,Walmart,FR,FR,0
ca3c0406-7fca-409c-808d-9fbda14b99f4,user_4,223.87,2025-11-29T02:10:28.363381,Walmart,UK,UK,0
34594429-4827-4b13-a3ad-f6175c66f304,user_110,70.12,2025-12-18T09:10:28.363381,Target,US,US,0
7a819bcf-b63b-42b1-9caa-4e03f115c373,user_100,259.11,2025-12-19T02:10:28.363381,Ebay,IN,IN,0
0dac59ca-b252-4c5a-b3dd-2c83e6a29104,user_71,116.95,2025-11-23T01:10:28.363381,Amazon,US,US,0
a8554af8-3df0-4de4-9159-27a84b31178e,user_157,90.75,2025-11-23T09:10:28.363381,Amazon,IN,IN,0
f9685758-f9c5-4158-b7bf-bebe19019b41,user_155,102.92,2025-12-22T01:10:28.363381,Ebay,UK,UK,0
edf9e868-4ce1-4d21-bac6-8c3f71b9564b,user_94,100.52,2025-12-17T02:10:28.363381,Amazon,US,US,0
5611aebc-3f96-4565-843e-634d61a747bd,user_135,190.28,2025-11-27T11:10:28.364382,AliExpress,IN,IN,0
40484d0c-eebb-43c5-8fbb-c11b36cd5d88,user_180,52.26,2025-12-01T11:10:28.364382,Amazon,US,US,0
a7e57258-1100-4322-8569-faa7d1bd721c,user_134,103.17,2025-11-27T07:10:28.364382,AliExpress,US,US,0
4a5c0f3e-8613-4508-aa33-fd8f5404c168,user_88,141.89,2025-11-29T12:10:28.364382,AliExpress,DE,DE,0
8c39f511-8813-4b49-8726-10112b579827,user_126,232.15,2025-12-15T00:10:28.364382,Target,FR,FR,0
f23248cc-a5a3-452c-810e-c9c84437c162,user_78,224.11,2025-12-15T09:10:28.364382,Ebay,US,US,0
f646381d-0e90-43bc-ac9e-ef570776288e,user_19,84.13,2025-12-02T03:10:28.364382,Target,US,US,0
ad4ed838-0a02-47ad-9efa-17d4f368e67c,user_180,199.51,2025-12-19T06:10:28.364382,Amazon,US,US,0
b349711c-c3ea-4793-bc93-e4b73e1daf36,user_80,113.4,2025-11-30T10:10:28.364382,Target,DE,DE,0
378cca31-bb12-42e5-b2f7-daf91712a479,user_129,86.73,2025-12-15T23:10:28.364382,Amazon,IN,IN,0
f1bbadaa-c060-4be3-bde8-276487a666a3,user_178,3476.14,2025-12-03T19:10:28.364382,AliExpress,FR,UK,1
a253d9b8-2a5c-4aa8-892c-aea7eee075fe,user_188,246.44,2025-11-23T02:10:28.364382,Walmart,UK,UK,0
31d7ba48-1c20-45e3-97b2-b4b718e59a70,user_160,171.69,2025-11-22T08:10:28.364382,Walmart,IN,IN,0
0a31cadd-baf2-4298-adfc-f06197b91c7b,user_97,82.27,2025-12-17T04:10:28.364382,Amazon,IN,IN,0
f7f8d865-551d-4257-88a5-e0962775c5a4,user_47,1255.22,2025-11-24T20:10:28.364382,AliExpress,IN,US,1
17636590-bedb-45d6-a3de-e7dd54e73521,user_93,158.13,2025-11-26T10:10:28.364382,Walmart,DE,DE,0
b30aa99b-62c0-4844-b5b9-8acb9496ef77,user_118,154.15,2025-12-07T05:10:28.364382,AliExpress,UK,UK,0
ad270d3c-a12b-4dba-a8f4-7c4012890fa8,user_14,218.65,2025-11-23T09:10:28.364382,Amazon,DE,DE,0
515548e9-9460-4a02-8df1-3e8e6da26baf,user_47,254.94,2025-11-23T10:10:28.364382,Walmart,UK,UK,0
9bfdb1c9-7362-4361-a220-598d73b88f53,user_33,276.4,2025-12-14T05:10:28.364382,Target,FR,FR,0
ecaf1aa7-11f3-4b14-8657-77555ac1b408,user_17,195.74,2025-12-13T23:10:28.364382,Target,DE,DE,0
3bc83f8a-eeeb-4667-88ac-dceafd1ed3cb,user_151,215.64,2025-11-23T06:10:28.364382,Walmart,US,US,0
140c0d60-d333-4a78-96e3-b8bbd2a17b78,user_162,2527.37,2025-12-14T17:10:28.364382,Amazon,US,DE,1
9b34f724-9f18-477f-9405-25384d381735,user_39,150.43,2025-12-13T03:10:28.364382,Amazon,US,US,0
dd4c820d-7034-4f29-905a-8990f12131d4,user_174,263.73,2025-12-14T08:10:28.364382,Amazon,IN,IN,0
af8df8a8-b098-4190-86a4-3745ea78985c,user_151,99.61,2025-11-29T03:10:28.364382,Walmart,UK,UK,0
ed0dc90e-3668-4e94-8df5-bffe8c59a9f1,user_33,132.34,2025-12-13T05:10:28.364382,AliExpress,DE,DE,0
63a9fe2e-c17a-4a43-86e2-50991cfa2471,user_12,71.81,2025-11-28T06:10:28.364382,Target,FR,FR,0
62d055f5-61d9-4170-96c0-78c2956244ad,user_92,282.26,2025-11-29T03:10:28.364382,Target,IN,IN,0
29afb8d1-f87a-462d-8bea-7bc09d401556,user_51,220.52,2025-12-08T09:10:28.364382,Amazon,FR,FR,0
76b05dc3-9f42-41fb-9c47-0182fbe2d13a,user_16,138.53,2025-12-04T23:10:28.364382,Ebay,FR,FR,0
036a38f4-7f67-4cfe-b28f-43cb3d506574,user_77,108.59,2025-12-17T12:10:28.364382,AliExpress,IN,IN,0
44df572c-3962-4196-96e8-29186797462b,user_40,43.04,2025-12-17T06:10:28.364382,AliExpress,US,US,0
b68e1d2d-743e-45d9-80da-d5988858e616,user_198,117.27,2025-12-02T04:10:28.364382,Amazon,US,US,0
a5b195bc-ad9f-4984-b9cf-2adf4e44f977,user_20,96.32,2025-12-10T12:10:28.364382,Target,FR,FR,0
9b3df8e7-f7d5-460e-bb37-9ad51cdedc2d,user_136,257.91,2025-11-30T04:10:28.364382,Ebay,DE,DE,0
5a8018ae-a286-482c-ba01-90b46056c88b,user_24,172.58,2025-11-22T00:10:28.364382,Target,US,US,0
6ddc8b04-fa4f-4d5a-926d-78b32942665d,user_117,49.33,2025-12-09T08:10:28.364382,Ebay,UK,UK,0
7b96d94d-af58-4c2a-a8f9-10a5cf646274,user_78,200.25,2025-12-16T03:10:28.364382,Target,IN,IN,0
5118a139-373c-4e4c-a6c7-58ebfae078aa,user_143,216.67,2025-11-24T09:10:28.364382,Amazon,DE,DE,0
3f43c6f6-65d3-4088-aeb7-4c9977ab9e88,user_114,105.29,2025-11-27T02:10:28.364382,Target,DE,DE,0
e90fb875-818e-493d-9261-6bb7d185cce6,user_45,66.28,2025-12-21T11:10:28.364382,Amazon,UK,UK,0
1bfdc60e-7ea7-473b-ae12-a2c26a120cef,user_135,110.19,2025-12-01T04:10:28.364382,Walmart,UK,UK,0
14b937b5-91ac-4186-b90d-abe14bbf4347,user_76,262.16,2025-11-30T00:10:28.364382,Target,US,US,0
deb8e0fc-3964-49a7-9427-a6d55c01352d,user_127,24.59,2025-11-25T02:10:28.364382,Target,FR,FR,0
f9c1b561-4137-41be-9c2d-155277bf53c4,user_176,125.68,2025-12-21T06:10:28.364382,Target,DE,DE,0
1851ac10-1b69-46c5-985b-626737120a55,user_66,2329.48,2025-11-24T16:10:28.364382,Amazon,US,DE,1
bd29c79c-68a5-4078-bd96-e583c491f5bb,user_26,96.83,2025-12-18T07:10:28.364382,Target,UK,UK,0
f0c7b568-a975-426a-a09c-42bb2cb14e13,user_177,55.99,2025-11-29T23:10:28.364382,Target,UK,UK,0
15804243-e948-4cad-be00-458f227facb1,user_190,204.26,2025-12-10T23:10:28.364382,Target,IN,IN,0
4634bc4c-b66b-4833-b002-ed0993435dc1,user_150,266.59,2025-12-04T02:10:28.364382,Target,UK,UK,0
a2f57e45-1bf4-46d4-8b2e-7792d28b3c8e,user_196,214.35,2025-12-13T02:10:28.364382,Amazon,IN,IN,0
abd9d58a-360b-403f-9629-93b854e555ae,user_36,180.97,2025-12-01T05:10:28.364382,Walmart,FR,FR,0
9949486a-3155-4858-96fe-c6eae6bcfa6d,user_174,125.28,2025-11-24T09:10:28.364382,AliExpress,FR,FR,0
9785624a-ffef-40c1-b616-151f8fddb0f8,user_198,209.95,2025-12-22T05:10:28.364382,Amazon,IN,IN,0
acd388bc-74f5-467b-98e2-9547007133cf,user_27,279.21,2025-12-20T04:10:28.364382,Ebay,US,US,0
ae4f2246-877f-4c64-ace9-210e04f17a52,user_52,104.36,2025-12-08T00:10:28.364382,Amazon,UK,UK,0
1ae71105-4a9f-4a63-8401-ec4076af8328,user_63,190.81,2025-12-03T02:10:28.365382,Target,DE,DE,0
b5d81bec-29e3-4154-84a0-888a3f6d932a,user_110,280.48,2025-11-23T09:10:28.365382,Ebay,DE,DE,0
ad131f20-7fc2-4f14-b902-e27183909d42,user_153,92.62,2025-12-08T09:10:28.365382,Ebay,US,US,0
25efa832-b47a-4d09-9b87-bfdc5898f7b8,user_29,183.96,2025-12-02T02:10:28.365382,Walmart,UK,UK,0
ccd2b486-67c7-43b3-9086-ceba6f67765d,user_60,68.43,2025-12-01T03:10:28.365382,Walmart,US,US,0
62793a4e-e64f-4517-90e9-282588328759,user_86,233.08,2025-12-05T06:10:28.365382,Walmart,IN,IN,0
1b020c3e-6111-478a-9996-d0f59f813d86,user_125,286.83,2025-11-27T07:10:28.365382,Amazon,FR,FR,0
526cc15f-7e53-4a54-b47b-3ee2f612eb10,user_172,194.19,2025-11-25T04:10:28.365382,Walmart,IN,IN,0
c41980de-74a7-4c5d-a963-34aff4e98aaa,user_109,2106.81,2025-12-10T17:10:28.365382,Target,DE,UK,1
ea336158-a4cb-4ce3-b65f-0c4da6bdbb45,user_122,139.18,2025-12-09T02:10:28.365382,Walmart,DE,DE,0
b94cef1b-8402-4859-b26b-916b3c65d9df,user_126,98.35,2025-11-28T09:10:28.365382,Ebay,US,US,0
65e1a982-21e1-4e44-a039-65fdc8dd82e8,user_19,174.52,2025-12-03T10:10:28.365382,Amazon,UK,UK,0
